,SubjectName,ConstructName,QuestionText,AnswerText,MisconceptionId,MisconceptionName
2902,Rotational Symmetry,Identify the order of rotational symmetry of a shape,![A solid yellow equilateral triangle (3 sided polygon with all 3 sides of equal length).]() What is the order of rotational symmetry of this equilateral triangle?,\( 2 \),1687.0,Gives one fewer order of rotational symmetry than there is
2903,Simplifying Algebraic Fractions,Simplify an algebraic fraction by factorising the numerator,"Simplify the following, if possible: \( \frac{m^{2}-2 m-3}{m-3} \)",Does not simplify,167.0,Does not recognise factorising a quadratic
2904,Expanding Double Brackets,Expand two brackets with linear terms in the form (ax + b)(cx + d),"Alison is expanding these two brackets.
What should she get when she multiplies the two terms indicated by the arrows? ![The two brackets are (5p-4)(2p-3). The arrows are pointing at the -4 in the first bracket and the -3 in the second bracket.]()",\( -12 \),1597.0,Believes multiplying two negatives gives a negative answer
2905,Expanding Double Brackets,Expand two brackets with linear terms in the form (ax + b)(cx + d),"Alison is expanding these two brackets.
What should she get when she multiplies the two terms indicated by the arrows? ![The two brackets are (5p-4)(2p-3). The arrows are pointing at the -4 in the first bracket and the -3 in the second bracket.]()",\( -7 \),1416.0,Adds instead of multiplies
2906,Averages and Range from Frequency Table,Calculate the mean from a frequency table,"The table below is a summary of the number of spots counted on \( 20 \) ladybirds. Calculate the mean number of spots per ladybird. ![\begin{tabular}{|c|c|}

Number of Spots & Frequency \\
\hline \( 5 \) & \( 3 \) \\
\hline \( 6 \) & \( 4 \) \\
\hline \( 7 \) & \( 12 \) \\
\hline \( 8 \) & \( 1 \) \\
\hline
\end{tabular}]()",\( 0.2(1 \mathrm{dp}) \),1522.0,Believes the mean is total frequency divided by sum of categories given
2907,Averages and Range from Frequency Table,Calculate the mean from a frequency table,"The table below is a summary of the number of spots counted on \( 20 \) ladybirds. Calculate the mean number of spots per ladybird. ![\begin{tabular}{|c|c|}

Number of Spots & Frequency \\
\hline \( 5 \) & \( 3 \) \\
\hline \( 6 \) & \( 4 \) \\
\hline \( 7 \) & \( 12 \) \\
\hline \( 8 \) & \( 1 \) \\
\hline
\end{tabular}]()",\( 32.75 \),650.0,Believes mean is total divided by number of groups
2908,Averages and Range from Frequency Table,Calculate the mean from a frequency table,"The table below is a summary of the number of spots counted on \( 20 \) ladybirds. Calculate the mean number of spots per ladybird. ![\begin{tabular}{|c|c|}

Number of Spots & Frequency \\
\hline \( 5 \) & \( 3 \) \\
\hline \( 6 \) & \( 4 \) \\
\hline \( 7 \) & \( 12 \) \\
\hline \( 8 \) & \( 1 \) \\
\hline
\end{tabular}]()",\( 6.5(1 \mathrm{dp}) \),1379.0,Rounds down instead of up
2909,Area of Simple Shapes,Calculate the area of a right-angled triangle where the dimensions are given in the same units,What is the area of this shape? ![Right angled triangle on square grid with area of 3 square units](),\( 3.5 \),1292.0,Does not realise that the area of a triangle is half the area of the contatining rectangle
2910,Area of Simple Shapes,Calculate the area of a right-angled triangle where the dimensions are given in the same units,What is the area of this shape? ![Right angled triangle on square grid with area of 3 square units](),\( 4 \),1292.0,Does not realise that the area of a triangle is half the area of the contatining rectangle
2911,Area of Simple Shapes,Calculate the area of a right-angled triangle where the dimensions are given in the same units,What is the area of this shape? ![Right angled triangle on square grid with area of 3 square units](),Not enough information,1292.0,Does not realise that the area of a triangle is half the area of the contatining rectangle
2912,Written Subtraction,Subtract integers with more than 4 digits using a written method where carrying is not needed,"Colm wins \( £ 55750 \) on the lottery and gives \( £ 25250 \) to charity.
How much money does Colm keep?",\( £ 81000 \),1978.0,Subtracts instead of adds when answering worded problems 
2913,Written Subtraction,Subtract integers with more than 4 digits using a written method where carrying is not needed,"Colm wins \( £ 55750 \) on the lottery and gives \( £ 25250 \) to charity.
How much money does Colm keep?",\( £ 80000 \),1773.0,Adds rather than subtracts when answering worded problems
2914,Real Life Graphs,Read values off a speed-time graph,"This velocity-time graph shows the first \( 5 \) seconds of Mo's journey which starts at home.

At what time did he first start travelling at \( 4 \mathrm{~m} / \mathrm{s} \) ? ![The image is of a graph. Its vertical axis labelled Velocity (m/s) and has the scale 0, 2, 4, 6 marked in even steps. Its horizontal axis is labelled Time (secs) and has the scale 0, 1, 2, 3, 4, 5 marked in even steps. 
The graph is in three sections. The first section is a straight slanted line from (0,0) to (1, 4). The second section is a horizontal line from (1, 4) to (3, 4). The third section is a slanted line from (3, 4) to (5, 0).]()",\( 4 \) secs,11.0,"When reading value from graph, reads from the wrong axes."
2915,Area of Simple Shapes,Calculate the area of a trapezium where the dimensions are given in the same units,"Sally wants to calculate the area of this trapezium using the formula: Area \( =\left(\frac{a+b}{2}\right) h \) ![A trapezium with the parallel sides labelled 5cm and 1cm, the slant height labelled 6cm and the perpendicular height labelled 4cm.]() What is the values of \( h \) ?",\( 5 \mathrm{~cm} \),396.0,Does not recognise the height of a trapezium as the perpendicular length between the parallel sides
2916,Area of Simple Shapes,Calculate the area of a trapezium where the dimensions are given in the same units,"Sally wants to calculate the area of this trapezium using the formula: Area \( =\left(\frac{a+b}{2}\right) h \) ![A trapezium with the parallel sides labelled 5cm and 1cm, the slant height labelled 6cm and the perpendicular height labelled 4cm.]() What is the values of \( h \) ?",\( 6 \mathrm{~cm} \),2332.0,Uses slant height instead of perpendicular height to find area of a trapezium
2917,Area of Simple Shapes,Calculate the area of a trapezium where the dimensions are given in the same units,"Sally wants to calculate the area of this trapezium using the formula: Area \( =\left(\frac{a+b}{2}\right) h \) ![A trapezium with the parallel sides labelled 5cm and 1cm, the slant height labelled 6cm and the perpendicular height labelled 4cm.]() What is the values of \( h \) ?",\( 1 \mathrm{~cm} \),396.0,Does not recognise the height of a trapezium as the perpendicular length between the parallel sides
2918,Time,Change decimals of hours into minutes,\( 0.6 \) hours \( = _____\) minutes,\( 6 \),767.0,Thinks there are 10 minutes in an hour
2919,Time,Change decimals of hours into minutes,\( 0.6 \) hours \( = _____\) minutes,\( 60 \),161.0,Answers as if there are 100 minutes in an hour when changing from hours to minutes
2920,Quadratic Sequences,"Given a description of an ascending sequence using quadratics in words, write some terms of that sequence",![Square then subtract \( 2 \)]() The first three terms of which sequence below is produced by this term-to-term rule?,"\( -1,2,7 \)",1552.0,"Believes term to term rule is applied to position number, not previous term"
2921,Quadratic Sequences,"Given a description of an ascending sequence using quadratics in words, write some terms of that sequence",![Square then subtract \( 2 \)]() The first three terms of which sequence below is produced by this term-to-term rule?,"\( -1,-3,-11 \)",1597.0,Believes multiplying two negatives gives a negative answer
2922,Quadratic Sequences,"Given a description of an ascending sequence using quadratics in words, write some terms of that sequence",![Square then subtract \( 2 \)]() The first three terms of which sequence below is produced by this term-to-term rule?,"\( -1,-4,-10 \)",2316.0,Mixes up squaring and multiplying by 2 or doubling
2923,Laws of Indices,Raise a positive integer to a positive integer power,Which of the following is a power of \( 5 \) ?,\( 55 \),968.0,Confuses powers and multiples
2924,Laws of Indices,Raise a positive integer to a positive integer power,Which of the following is a power of \( 5 \) ?,\( 100 \),968.0,Confuses powers and multiples
2925,Laws of Indices,Raise a positive integer to a positive integer power,Which of the following is a power of \( 5 \) ?,\( 500 \),968.0,Confuses powers and multiples
2926,Adding and Subtracting Fractions,Add proper fractions with different denominators which do not share a common factor,\( \frac{1}{3}+\frac{1}{4}+\frac{2}{3}+\frac{3}{4}= \),\( \frac{7}{12} \),2234.0,Forgets to change the numerators when finding equivalent fractions
2927,Adding and Subtracting Fractions,Add proper fractions with different denominators which do not share a common factor,\( \frac{1}{3}+\frac{1}{4}+\frac{2}{3}+\frac{3}{4}= \),\( \frac{7}{14} \),217.0,"When adding fractions, adds the numerators and denominators"
2928,Pie Chart,Interpret a pie chart,"The pie chart shows colours of motorbikes in a shop.

There are \( \mathbf{3 0} \) more blue bikes than white. How many bikes are there altogether? ![Pie chart with 8 equal sections. One section is black, one white, three green and three blue.]()",\( 15 \),1517.0,Finds unit amount but doesn't multiply up
2929,Pie Chart,Interpret a pie chart,"The pie chart shows colours of motorbikes in a shop.

There are \( \mathbf{3 0} \) more blue bikes than white. How many bikes are there altogether? ![Pie chart with 8 equal sections. One section is black, one white, three green and three blue.]()",\( 240 \),1193.0,Multiplies up without finding unit amount
2930,"Rounding to the Nearest Whole (10, 100, etc)",Round integers to the nearest 1000,What is \( 326 \) rounded to the nearest \( 1000 \) ?,\( 1000 \),1988.0,Rounds up instead of down
2931,"Rounding to the Nearest Whole (10, 100, etc)",Round integers to the nearest 1000,What is \( 326 \) rounded to the nearest \( 1000 \) ?,\( 500 \),1248.0,Rounds to the wrong degree of accuracy (rounds too little)
2932,Angles in Polygons,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",Which quadrilateral below is a regular polygon?,![Trapezium](),255.0,Does not know the meaning of the word regular 
2933,Angles in Polygons,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",Which quadrilateral below is a regular polygon?,![Rhombus](),255.0,Does not know the meaning of the word regular 
2934,Angles in Polygons,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",Which quadrilateral below is a regular polygon?,![Rectangle](),255.0,Does not know the meaning of the word regular 
